Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission
Mercedes,Vito,2015,Minivan,180000.0,2200.0,Diesel,Manual
Ford,Focus,2016,Universal,168000.0,1500.0,Diesel,Manual
Land Rover,Discovery,2005,SUV,270000.0,2700.0,Diesel,Automatic
Skoda,Superb,2015,Sedan,150000.0,1600.0,Diesel,Automatic
Honda,Civic,2011,Sedan,187000.0,1300.0,Hybrid,Automatic
Honda,Jazz,2014,Hatchback,40000.0,1339.0,Hybrid,Automatic
Toyota,Urban Cruiser,2009,Hatchback,125000.0,1400.0,Diesel,Manual
Mercedes,C Class,2012,Sedan,141000.0,1999.0,Petrol,Automatic
Skoda,Octavia,2009,Hatchback,180849.0,1595.0,Petrol,Manual
Nissan,Qashqai+2,2009,Crossover,190000.0,1500.0,Diesel,Manual
Mercedes,Citan,2012,Universal,145000.0,1500.0,Diesel,Manual
Audi,A6,2013,Sedan,98000.0,3000.0,Petrol,Automatic
Hyundai,Santa FE,2011,Crossover,15000.0,2200.0,Diesel,Manual
BMW,5 Series,1997,Sedan,300000.0,200.0,Petrol,Manual
Toyota,Prius,2011,Hatchback,360000.0,1800.0,Hybrid,Automatic
Mazda,3,2005,Sedan,54880.0,1600.0,Petrol,Manual
KIA,Sorento,2011,Crossover,165878.0,2200.0,Diesel,Automatic
Volkswagen,Golf,2012,Hatchback,135881.0,1200.0,Petrol,Manual
Opel,Astra,2003,Minivan,260013.0,1600.0,Petrol,Manual
Renault,Megane,2010,Universal,330000.0,1500.0,Diesel,Manual
BMW,5 Series,1992,Sedan,235480.0,2500.0,Diesel,Manual
Dacia,Logan,2007,Universal,1111.0,1400.0,Petrol,Manual
Toyota,Hilux,2012,Pickup,225500.0,2500.0,Diesel,Manual
Volkswagen,Amarok,2013,Pickup,205198.0,2000.0,Diesel,Manual
BMW,Z Series,2004,Cabriolet,90000.0,2500.0,Metan/Propan,Manual
Peugeot,Partner,2016,Minivan,170000.0,1600.0,Diesel,Automatic
KIA,Sorento,2016,SUV,95000.0,2200.0,Diesel,Automatic
Honda,HR-V,2004,Crossover,214567.0,1700.0,Metan/Propan,Manual
Nissan,Almera,2003,Hatchback,90000.0,1500.0,Petrol,Manual
Volvo,XC90,2017,SUV,137000.0,200.0,Diesel,Automatic
Opel,Corsa,2012,Hatchback,138000.0,1248.0,Diesel,Manual
Audi,80,1994,Sedan,279000.0,1998.0,Petrol,Manual
Seat,Ibiza,2012,Hatchback,78000.0,1200.0,Petrol,Manual
KIA,Optima,2012,Sedan,166000.0,2400.0,Hybrid,Automatic
Dacia,Logan,2009,Universal,250000.0,1500.0,Diesel,Manual
BMW,X5,2008,SUV,170000.0,3000.0,Petrol,Automatic
Mitsubishi,Galant,1993,Sedan,35000.0,1800.0,Petrol,Manual
Volkswagen,Polo,2017,Hatchback,170000.0,1422.0,Diesel,Manual
Infiniti,QX60,2016,Crossover,102151.0,2500.0,Hybrid,Automatic
Opel,Astra,2014,Universal,200000.0,1300.0,Diesel,Manual
Opel,Astra,2003,Hatchback,278000.0,1600.0,Petrol,Automatic
Mercedes,A Class,2001,Hatchback,143000.0,1600.0,Petrol,Automatic
Ford,Taurus,2013,Sedan,57391.0,1999.0,Petrol,Automatic
BMW,5 Series,2000,Sedan,220000.0,2500.0,Petrol,Manual
Nissan,Almera Tino,2004,Hatchback,111111.0,2200.0,Diesel,Manual
BMW,5 Series,2000,Sedan,250000.0,2800.0,Petrol,Automatic
Mitsubishi,Colt,2007,Hatchback,151000.0,1300.0,Petrol,Manual
Honda,Jazz,2006,Hatchback,153252.0,1200.0,Petrol,Manual
Porsche,Cayenne,2014,SUV,136000.0,3000.0,Diesel,Automatic
Hyundai,Kona,2018,Crossover,77000.0,0.0,Electric,Automatic
BMW,X5,2008,SUV,223656.0,2993.0,Diesel,Automatic
Opel,Zafira,2003,Minivan,250167.0,2000.0,Diesel,Manual
Renault,Kadjar,2015,Crossover,123800.0,1500.0,Diesel,Automatic
Peugeot,206,2005,Hatchback,250000.0,1560.0,Diesel,Manual
Mazda,6,2008,Sedan,216000.0,1998.0,Petrol,Automatic
Citroen,Berlingo,2002,Combi,27000.0,1400.0,Petrol,Manual
Skoda,Superb,2016,Universal,165852.0,1600.0,Diesel,Automatic
Mercedes,E Class,2011,Sedan,192000.0,2500.0,Diesel,Automatic
Mazda,3,2006,Sedan,167000.0,2000.0,Petrol,Automatic
Skoda,Superb,2016,Sedan,161000.0,2000.0,Diesel,Automatic
Dacia,Logan,2010,Sedan,140000.0,1400.0,Metan/Propan,Manual
Audi,A3,2006,Hatchback,247500.0,1968.0,Diesel,Manual
BMW,M Models,2008,Sedan,251000.0,3000.0,Diesel,Automatic
Opel,Astra,2008,Coupe,250000.0,1399.0,Metan/Propan,Manual
Vaz,2106,1989,Sedan,8000.0,1300.0,Petrol,Manual
Rover,75,2000,Hatchback,30000.0,2000.0,Metan/Propan,Manual
Opel,Corsa,2008,Hatchback,275000.0,1248.0,Diesel,Manual
Toyota,Prius Prime,2019,Sedan,25000.0,1800.0,Plug-in Hybrid,Automatic
Mitsubishi,Pajero Sport,1999,SUV,256000.0,2500.0,Diesel,Manual
Mazda,MPV,2002,Minivan,100000.0,3000.0,Metan/Propan,Automatic
Nissan,Qashqai,2015,Crossover,158000.0,1500.0,Diesel,Manual
Opel,Vectra,1989,Sedan,330000.0,1400.0,Petrol,Manual
Mercedes,E Class,2007,Sedan,120000.0,2200.0,Diesel,Automatic
BMW,5 Series,1995,Sedan,295000.0,2000.0,Petrol,Manual
Opel,Astra,2012,Universal,258632.0,1700.0,Diesel,Manual
Mercedes,GL Class,2014,SUV,179000.0,3000.0,Diesel,Automatic
Mercedes,S Class,1998,Sedan,350000.0,4200.0,Petrol,Automatic
Skoda,Octavia,2011,Universal,200000.0,1200.0,Metan/Propan,Manual
Dodge,Nitro,2008,Minivan,140000.0,2800.0,Diesel,Automatic
Dacia,Dokker VAN,2017,Minivan,117000.0,1500.0,Diesel,Manual
Renault,Espace,2005,Minivan,24000.0,2000.0,Metan/Propan,Manual
Opel,Zafira,2006,Minivan,230000.0,1900.0,Diesel,Automatic
Lexus,RX Series,2008,Crossover,239000.0,3311.0,Hybrid,Automatic
BMW,X3,2015,Crossover,138000.0,2000.0,Petrol,Automatic
BMW,i3,2013,Hatchback,82000.0,100.0,Electric,Automatic
Mercedes,GLK Class,2014,Crossover,128469.0,2200.0,Diesel,Automatic
Volkswagen,Passat,1996,Sedan,300000.0,1800.0,Metan/Propan,Manual
Audi,Q5,2017,Crossover,19759.0,2000.0,Diesel,Automatic
Renault,Fluence,2011,Sedan,100000.0,0.0,Electric,Automatic
Toyota,Avensis,2006,Universal,311662.0,1800.0,Petrol,Manual
Opel,Astra,2009,Universal,250000.0,1300.0,Diesel,Manual
Mercedes,GLE,2017,Crossover,109000.0,2990.0,Petrol,Automatic
Ford,Escape,2010,Crossover,200000.0,2500.0,Hybrid,Automatic
Renault,Grand Scenic,2012,Minivan,176000.0,1500.0,Diesel,Automatic
Volkswagen,Passat,2009,Universal,299000.0,1400.0,Metan/Propan,Manual
Mercedes,Citan,2013,Minivan,200124.0,1500.0,Diesel,Manual
Audi,Q5,2011,Crossover,200000.0,2000.0,Petrol,Automatic
BMW,5 Series,1987,Sedan,300000.0,200.0,Petrol,Manual
Toyota,Corolla,2005,Hatchback,250000.0,1400.0,Diesel,Automatic
Toyota,Avensis,2012,Sedan,136000.0,2200.0,Diesel,Automatic
Renault,Megane,2016,Universal,175000.0,1461.0,Diesel,Manual
Mercedes,E Class,1993,Sedan,123456.0,2000.0,Petrol,Manual
Jeep,Grand Cherokee,2000,SUV,230000.0,3100.0,Diesel,Automatic
Mercedes,Vito,2001,Hatchback,296036.0,2200.0,Diesel,Manual
Audi,A6,2015,Sedan,102000.0,2000.0,Diesel,Automatic
Nissan,Juke,2015,SUV,33000.0,1197.0,Petrol,Manual
Opel,Insignia,2012,Sedan,170000.0,1956.0,Diesel,Automatic
Skoda,Superb,2010,Universal,168361.0,1800.0,Petrol,Automatic
BMW,7 Series,2005,Sedan,266791.0,3000.0,Petrol,Automatic
Renault,Megane,2017,Universal,97864.0,1500.0,Diesel,Manual
Ford,Fiesta,2007,Hatchback,181123.0,1400.0,Petrol,Manual
Nissan,Sunny,1994,Hatchback,280000.0,1400.0,Petrol,Manual
Fiat,Doblo,2010,Combi,162000.0,1600.0,Diesel,Manual
Nissan,Primera,2002,Sedan,120000.0,1998.0,Petrol,Automatic
Citroen,C4 Picasso,2011,Minivan,113000.0,1600.0,Petrol,Automatic
Renault,Megane,2008,Universal,245000.0,1465.0,Diesel,Manual
Dacia,Logan,2009,Sedan,480000.0,1390.0,Metan/Propan,Manual
Mitsubishi,Pajero,1995,Minivan,306000.0,2800.0,Diesel,Automatic
Dacia,Logan,2006,Sedan,116000.0,1400.0,Petrol,Manual
Lexus,Es Series,2013,Sedan,180000.0,2500.0,Hybrid,Automatic
Vaz,2121niva,2012,SUV,44400.0,1800.0,Petrol,Manual
Mercedes,M Class,2006,SUV,299000.0,3000.0,Diesel,Automatic
BMW,5 Series,2001,Sedan,297000.0,2200.0,Petrol,Manual
Land Rover,Range Rover,1998,SUV,1111.0,2500.0,Diesel,Automatic
Skoda,Rapid,2015,Sedan,210000.0,1400.0,Diesel,Manual
Renault,Scenic,2005,Universal,223648.0,1600.0,Petrol,Manual
Volkswagen,Passat,2002,Sedan,119119.0,1900.0,Diesel,Manual
Hyundai,Getz,2008,Hatchback,110000.0,1500.0,Diesel,Manual
Audi,Q5,2016,Crossover,65000.0,2000.0,Petrol,Automatic
Land Rover,Range Rover Sport,2008,Crossover,307000.0,2700.0,Diesel,Automatic
Chevrolet,Captiva,2010,SUV,187000.0,2000.0,Diesel,Manual
BMW,5 Series,2012,Sedan,139000.0,2500.0,Petrol,Automatic
Skoda,Karoq,2019,Crossover,152000.0,1600.0,Diesel,Automatic
Volkswagen,Golf,2006,Hatchback,149796.0,1400.0,Petrol,Manual
Honda,CR-V,2017,SUV,20000.0,1500.0,Petrol,Automatic
Audi,80,1992,Sedan,277000.0,2300.0,Metan/Propan,Manual
Volkswagen,Passat,1997,Sedan,370000.0,1600.0,Metan/Propan,Manual
Suzuki,Vitara,2019,SUV,25000.0,1600.0,Petrol,Manual
Nissan,Note,2012,Hatchback,187000.0,1500.0,Diesel,Manual
BMW,X3,2013,Crossover,210000.0,2000.0,Diesel,Automatic
Audi,A3,2018,Sedan,32080.0,1600.0,Diesel,Automatic
Dacia,Logan,2009,Coupe,219500.0,1400.0,Metan/Propan,Manual
KIA,Ceed,2012,Universal,220000.0,1396.0,Diesel,Manual
Nissan,Qashqai,2016,SUV,165000.0,1500.0,Diesel,Manual
Dacia,Logan Mcv,2007,Universal,285238.0,1500.0,Diesel,Manual
Volkswagen,Transporter,2004,Universal,368986.0,2500.0,Diesel,Manual
Skoda,Octavia,2011,Hatchback,198000.0,1400.0,Petrol,Manual
Audi,Q5,2009,Crossover,151214.0,2000.0,Petrol,Automatic
Skoda,Superb,2018,Sedan,129000.0,2000.0,Petrol,Automatic
Nissan,Primera,1994,Sedan,310000.0,1600.0,Metan/Propan,Manual
BMW,3 Series,2013,Sedan,225000.0,1995.0,Petrol,Automatic
Rare,CS35PLUS,2020,Crossover,2030.0,1600.0,Petrol,Automatic
Dacia,Logan Mcv,2014,Combi,130000.0,1495.0,Diesel,Manual
BMW,3 Series,2006,Sedan,121274.0,2000.0,Petrol,Manual
Land Rover,Discovery Sport,2018,Crossover,15500.0,1998.0,Petrol,Automatic
Mercedes,C Class,1996,Sedan,23212.0,1800.0,Metan/Propan,Automatic
Hyundai,Sonata,2015,Sedan,189826.0,1999.0,Hybrid,Automatic
Toyota,Corolla,2006,Hatchback,1111.0,1400.0,Diesel,Manual
Ford,C-Max,2016,Minivan,194000.0,1500.0,Diesel,Manual
Rover,200 Series,1999,Hatchback,225000.0,1400.0,Petrol,Manual
Vaz,2111,2002,Universal,1111.0,1500.0,Petrol,Manual
Mercedes,Vito,2012,Universal,245080.0,2200.0,Diesel,Manual
Mercedes,E Class,2010,Sedan,290000.0,1800.0,Petrol,Automatic
Ford,Fusion,2015,Sedan,125000.0,2000.0,Petrol,Automatic
Toyota,Camry,2017,Sedan,58148.0,2500.0,Hybrid,Automatic
Nissan,Qashqai+2,2010,Crossover,149000.0,1500.0,Diesel,Manual
Toyota,Camry,2012,Sedan,190000.0,2500.0,Petrol,Automatic
Mercedes,Series (W124),1994,Coupe,250000.0,3200.0,Metan/Propan,Automatic
BMW,5 Series,2009,Universal,43466.0,1400.0,Petrol,Manual
Volkswagen,Bora,2001,Universal,267591.0,1984.0,Metan/Propan,Manual
Volkswagen,Passat,1991,Universal,231251.0,2000.0,Metan/Propan,Manual
BMW,7 Series,2011,Sedan,156000.0,3000.0,Petrol,Automatic
BMW,5 Series,1992,Sedan,222222.0,2000.0,Petrol,Manual
Renault,Clio,2012,Universal,163000.0,1500.0,Diesel,Manual
Renault,Megane,2011,Universal,199195.0,1500.0,Diesel,Manual
Mercedes,CLK Class,2001,Coupe,249000.0,2000.0,Petrol,Automatic
Skoda,Fabia,2017,Hatchback,25430.0,999.0,Petrol,Manual
Vaz,2107,2008,Sedan,31000.0,1500.0,Petrol,Manual
BMW,5 Series,2013,Sedan,197000.0,200.0,Diesel,Automatic
Nissan,Qashqai,2016,SUV,157600.0,1500.0,Diesel,Manual
BMW,X4,2014,Crossover,211360.0,2000.0,Diesel,Automatic
Volkswagen,Transporter,1980,Pickup,28866.0,1600.0,Petrol,Manual
Seat,Ibiza,2011,Hatchback,198000.0,1200.0,Petrol,Automatic
Seat,Leon,2010,Hatchback,220153.0,1390.0,Petrol,Manual
Toyota,Land Cruiser Prado,2012,Crossover,171875.0,2700.0,Metan/Propan,Automatic
Renault,Megane,2014,Universal,146000.0,1500.0,Diesel,Manual
Toyota,Auris,2009,Hatchback,186146.0,1400.0,Petrol,Manual
Land Rover,Range Rover,2013,SUV,175000.0,4400.0,Diesel,Automatic
Toyota,Prius,2012,Hatchback,203000.0,1800.0,Plug-in Hybrid,Automatic
BMW,i3,2015,Hatchback,70000.0,647.0,Plug-in Hybrid,Automatic
Renault,Kadjar,2016,Crossover,173000.0,1500.0,Diesel,Manual
BMW,6 Series,2006,Cabriolet,160000.0,3000.0,Petrol,Automatic
Renault,Laguna,2010,Hatchback,174400.0,1500.0,Diesel,Manual
Mercedes,V Class,2003,Minivan,479000.0,2200.0,Diesel,Manual
Renault,Kadjar,2017,SUV,138700.0,1500.0,Diesel,Automatic
Renault,Clio Symbol,2008,Sedan,190533.0,1600.0,Metan/Propan,Manual
KIA,Ceed Sw,2012,Universal,180000.0,1400.0,Diesel,Manual
Dacia,Sandero,2009,Hatchback,156000.0,1400.0,Metan/Propan,Manual
Suzuki,Liana,2004,Universal,250000.0,1400.0,Diesel,Manual
Skoda,Fabia,2011,Universal,197000.0,1200.0,Diesel,Manual
Vaz,2115,2010,Sedan,11111.0,1600.0,Petrol,Manual
BMW,7 Series,1990,Sedan,30000.0,3500.0,Petrol,Manual
Renault,Clio4,2013,Sedan,183200.0,1500.0,Diesel,Manual
BMW,3 Series,1996,Sedan,30000.0,1667.0,Diesel,Manual
Toyota,Yaris,2005,Hatchback,119119.0,1400.0,Diesel,Automatic
Peugeot,206,2005,Hatchback,33333.0,1124.0,Petrol,Manual
Toyota,Avensis,2017,Universal,152000.0,2000.0,Diesel,Manual
Mazda,323,1999,Sedan,300000.0,1500.0,Metan/Propan,Manual
Renault,Espace,2016,Minivan,141000.0,1600.0,Diesel,Automatic
Peugeot,Partner,2000,Minivan,23000.0,2000.0,Diesel,Manual
Nissan,Qashqai+2,2009,Crossover,180000.0,1600.0,Diesel,Manual
Lexus,RX Series,2013,Crossover,180000.0,2700.0,Petrol,Automatic
Renault,Scenic,2016,Sedan,22222.0,1500.0,Diesel,Automatic
Dacia,Logan,2011,Sedan,190000.0,1400.0,Metan/Propan,Manual
Opel,Vectra,2005,Universal,210000.0,1900.0,Diesel,Manual
Renault,Kangoo,2002,Combi,22252.0,1900.0,Diesel,Manual
Peugeot,407,2005,Sedan,11111.0,2000.0,Petrol,Manual
Lexus,GS Series,2009,Sedan,150000.0,3000.0,Metan/Propan,Automatic
Audi,A4,2003,Sedan,310000.0,1900.0,Diesel,Manual
Mercedes,E Class,2011,Sedan,287415.0,1800.0,Metan/Propan,Automatic
Skoda,Octavia,2011,Universal,161000.0,1400.0,Petrol,Manual
Dodge,Caravan,2001,Minivan,130000.0,2400.0,Metan/Propan,Automatic
Lexus,GS Series,2016,Sedan,162408.0,2500.0,Hybrid,Automatic
Dacia,Logan,2010,Pickup,189000.0,1500.0,Diesel,Manual
Volvo,XC60,2009,SUV,273000.0,2500.0,Diesel,Automatic
Vaz,2106,1988,Sedan,31000.0,1300.0,Petrol,Manual
Dacia,Logan,2008,Sedan,222222.0,1400.0,Metan/Propan,Manual
Skoda,Roomster,2010,Minivan,156000.0,1200.0,Petrol,Automatic
Ford,Fusion,2014,Sedan,180000.0,2000.0,Hybrid,Automatic
Dacia,Duster,2019,Crossover,100000.0,1500.0,Diesel,Manual
Volvo,800 Series,1996,Universal,2000.0,2000.0,Metan/Propan,Manual
Rare,CK,2008,Sedan,107105.0,1300.0,Petrol,Manual
KIA,Optima,2012,Sedan,75000.0,2400.0,Metan/Propan,Automatic
Toyota,Auris,2012,Universal,230000.0,1798.0,Hybrid,Automatic
Volkswagen,Passat,2013,Sedan,207254.0,1600.0,Diesel,Automatic
Skoda,Superb,2015,Sedan,128000.0,2000.0,Petrol,Automatic
Volkswagen,Passat,2006,Sedan,222000.0,2000.0,Petrol,Manual
Toyota,Highlander,2020,Crossover,4000.0,2500.0,Hybrid,Automatic
Audi,A5,2012,Coupe,98000.0,2000.0,Petrol,Automatic
Dacia,Logan,2012,Sedan,129850.0,1200.0,Petrol,Manual
Volkswagen,Jetta,1991,Sedan,230100.0,1400.0,Petrol,Manual
Dacia,Logan Mcv,2017,Universal,1111.0,900.0,Metan/Propan,Manual
Renault,Kangoo,2004,Minivan,158888.0,1500.0,Diesel,Manual
Ford,Orion,1990,Sedan,170000.0,1600.0,Petrol,Manual
Audi,Q7,2014,SUV,185000.0,3000.0,Diesel,Automatic
Volvo,XC90,2015,SUV,99500.0,2000.0,Diesel,Automatic
Toyota,Prius,2009,Hatchback,212623.0,1800.0,Hybrid,Automatic
Mitsubishi,Pajero Sport,2006,SUV,162000.0,2500.0,Diesel,Manual
Dacia,Logan,2012,Sedan,190086.0,1200.0,Petrol,Manual
Opel,Meriva,2011,Hatchback,210000.0,1300.0,Diesel,Manual
Citroen,C4 Picasso,2008,Minivan,220000.0,1996.0,Diesel,Automatic
Ford,Fusion,2013,Sedan,162000.0,2000.0,Hybrid,Automatic
Volkswagen,Jetta,2015,Sedan,95000.0,2000.0,Diesel,Manual
Opel,Vivaro,2005,Microvan,190000.0,1900.0,Diesel,Manual
Toyota,Camry,2014,Sedan,133424.0,2500.0,Metan/Propan,Automatic
Mercedes,E Class,2003,Sedan,340000.0,3200.0,Petrol,Automatic
KIA,Sportage,2016,Crossover,40630.0,1700.0,Diesel,Automatic
Volkswagen,Golf,1994,Hatchback,56000.0,1400.0,Petrol,Manual
Seat,Altea,2009,Crossover,140000.0,2000.0,Diesel,Manual
Volkswagen,Golf,1994,Hatchback,132000.0,2000.0,Metan/Propan,Manual
Fiat,Punto,2011,Coupe,157214.0,1250.0,Metan/Propan,Manual
Honda,CR-V,2004,SUV,180000.0,2000.0,Petrol,Manual
Subaru,Impreza,1993,Universal,173000.0,1994.0,Petrol,Manual
Toyota,Yaris,2016,Sedan,33000.0,1000.0,Petrol,Manual
Peugeot,207,2010,Hatchback,222390.0,1400.0,Diesel,Manual
BMW,X5,2015,Crossover,157000.0,3000.0,Diesel,Automatic
KIA,Sportage,2020,SUV,300000.0,1600.0,Petrol,Automatic
Volkswagen,Passat,2008,Combi,311000.0,1998.0,Diesel,Manual
Volvo,XC70,2010,Universal,156000.0,2400.0,Diesel,Automatic
Mercedes,Viano,2008,Minivan,273000.0,2148.0,Diesel,Automatic
Hyundai,Santa FE,2005,Crossover,220000.0,2000.0,Diesel,Manual
Mercedes,E Class,2003,Sedan,210578.0,400.0,Diesel,Automatic
Ford,Focus Wagon,2017,Universal,173000.0,1500.0,Diesel,Automatic
Dacia,Logan Mcv,2012,Universal,182315.0,1500.0,Diesel,Manual
Infiniti,QX70,2014,Crossover,8900.0,3700.0,Petrol,Automatic
Renault,Megane,2013,Universal,182000.0,1500.0,Diesel,Automatic
Porsche,Cayenne,2012,Crossover,167000.0,3000.0,Diesel,Automatic
Dacia,Duster,2018,Crossover,92000.0,1461.0,Diesel,Manual
Hyundai,Tucson,2016,Crossover,120000.0,2000.0,Diesel,Automatic
Renault,Vel Satis,2006,Hatchback,125000.0,2200.0,Diesel,Manual
Volkswagen,Passat,1999,Universal,123456.0,1900.0,Diesel,Manual
Audi,A4,2006,Microvan,333333.0,2000.0,Hybrid,Manual
Volkswagen,Passat,2005,Universal,210000.0,200.0,Diesel,Manual
Toyota,Corolla,2016,Sedan,135000.0,1400.0,Diesel,Manual
Honda,Civic,1997,Sedan,145000.0,1900.0,Petrol,Manual
Opel,Astra,2012,Universal,235000.0,1300.0,Diesel,Manual
Skoda,Superb,2011,Sedan,203500.0,1800.0,Petrol,Manual
Mazda,5,2007,Minivan,137000.0,1800.0,Petrol,Manual
Mercedes,Viano,2005,Minivan,290000.0,2200.0,Diesel,Automatic
Ford,Focus,2015,Universal,142432.0,1500.0,Diesel,Manual
Nissan,Almera Tino,2004,Minivan,239529.0,1800.0,Petrol,Manual
Toyota,Prius v,2015,Minivan,196000.0,1800.0,Hybrid,Automatic
Lexus,GX Series,2007,SUV,170000.0,4700.0,Petrol,Automatic
Alfa Romeo,Gt,2005,Sedan,275000.0,1900.0,Diesel,Manual
Volkswagen,Passat,2017,Universal,217000.0,2000.0,Diesel,Automatic
Volkswagen,Golf,2006,Hatchback,25800.0,1400.0,Petrol,Manual
Hyundai,ix35,2014,Crossover,131500.0,1999.0,Petrol,Automatic
Fiat,Panda,2005,Hatchback,190000.0,1108.0,Petrol,Manual
Renault,Kadjar,2015,Crossover,180000.0,1500.0,Diesel,Automatic
BMW,5 Series,1994,Sedan,22222.0,2000.0,Petrol,Manual
Hyundai,Accent,2004,Hatchback,267000.0,1300.0,Petrol,Manual
Opel,Insignia,2012,Hatchback,157000.0,2000.0,Diesel,Automatic
Mitsubishi,L Series,2007,Pickup,432042.0,2400.0,Diesel,Automatic
Toyota,Prius c,2014,Hatchback,144000.0,1500.0,Hybrid,Automatic
Honda,Civic,1996,Sedan,150333.0,1400.0,Petrol,Manual
Hyundai,ix35,2013,Crossover,65000.0,2000.0,Diesel,Automatic
Vaz,2108,1993,Coupe,230000.0,1300.0,Petrol,Manual
Honda,CR-V,2010,Crossover,191000.0,2000.0,Petrol,Automatic
KIA,Ceed Sw,2012,Universal,222000.0,1600.0,Diesel,Manual
Opel,Insignia,2013,Universal,250000.0,2000.0,Diesel,Manual
Mercedes,GLE,2016,SUV,97000.0,2200.0,Diesel,Automatic
Renault,Megane,2012,Hatchback,140000.0,1400.0,Petrol,Manual
BMW,7 Series,2006,Sedan,145000.0,4500.0,Diesel,Automatic
BMW,X3,2008,Crossover,132345.0,2000.0,Petrol,Manual
Volkswagen,Golf,1984,Hatchback,11111.0,1300.0,Petrol,Manual
Volvo,800 Series,1995,Sedan,300000.0,2000.0,Metan/Propan,Automatic
Mitsubishi,Colt,2010,Coupe,149000.0,1300.0,Petrol,Manual
Volkswagen,Golf,1989,Hatchback,321945.0,1600.0,Petrol,Manual
BMW,5 Series,2017,Sedan,72000.0,1995.0,Diesel,Automatic
Toyota,Camry,2007,Sedan,220000.0,2390.0,Metan/Propan,Automatic
BMW,5 Series,1995,Sedan,256385.0,2000.0,Petrol,Automatic
Skoda,Kodiaq,2019,Crossover,58255.0,2000.0,Diesel,Automatic
Mercedes,GL Class,2008,SUV,285000.0,3000.0,Diesel,Automatic
Toyota,Prius v,2014,Hatchback,123000.0,1800.0,Hybrid,Automatic
Porsche,Boxster,2012,Cabriolet,140000.0,2893.0,Petrol,Automatic
Opel,Astra,2005,Universal,260458.0,1400.0,Petrol,Manual
Hyundai,Tucson,2016,SUV,156500.0,1700.0,Diesel,Manual
BMW,X4,2016,SUV,189000.0,2000.0,Diesel,Automatic
Dacia,Logan,2016,Universal,140269.0,1500.0,Diesel,Manual
Honda,Civic,1994,Hatchback,200000.0,1500.0,Petrol,Automatic
BMW,5 Series,1988,Sedan,45000.0,2500.0,Metan/Propan,Manual
Opel,Insignia,2014,Sedan,265000.0,1400.0,Metan/Propan,Manual
Renault,Laguna,2010,Universal,255000.0,1461.0,Diesel,Manual
Mercedes,S Class,2012,Sedan,270000.0,2200.0,Diesel,Automatic
Hyundai,Tucson,2006,Crossover,2450.0,1990.0,Petrol,Manual
Renault,Kadjar,2015,Crossover,156000.0,1500.0,Diesel,Automatic
Renault,Megane,2010,Universal,208134.0,1500.0,Diesel,Automatic
Infiniti,FX,2007,SUV,220000.0,3500.0,Metan/Propan,Automatic
Mitsubishi,L Series,2007,Universal,431000.0,2400.0,Diesel,Automatic
Volkswagen,Passat,1995,Universal,400000.0,1800.0,Metan/Propan,Manual
Volkswagen,Passat,2016,Universal,208000.0,200.0,Diesel,Automatic
Vaz,2107,2002,Sedan,82000.0,1500.0,Petrol,Manual
Lexus,RX Series,2019,SUV,30000.0,2000.0,Petrol,Automatic
Honda,Accord,2000,Hatchback,322000.0,1850.0,Metan/Propan,Manual
Volkswagen,Jetta,2018,Sedan,26000.0,1400.0,Petrol,Automatic
BMW,5 Series,2006,Sedan,2222.0,3000.0,Diesel,Manual
Renault,Megane,2012,Universal,238500.0,1500.0,Diesel,Manual
Dacia,Duster,2013,SUV,67000.0,1500.0,Diesel,Manual
Volkswagen,Jetta,2006,Sedan,190000.0,1600.0,Petrol,Manual
Chrysler,PT Cruiser,2001,Minivan,135000.0,1998.0,Petrol,Automatic
BMW,5 GT,2011,Coupe,202070.0,3000.0,Diesel,Automatic
Skoda,Octavia,2017,Universal,190000.0,1400.0,Metan/Propan,Automatic
Mitsubishi,Colt,2010,Hatchback,120000.0,1100.0,Petrol,Manual
Toyota,Prius,2006,Hatchback,233609.0,1497.0,Hybrid,Automatic
Ford,Fusion,2015,Sedan,169000.0,2000.0,Plug-in Hybrid,Automatic
Renault,Scenic,2013,Minivan,198000.0,1500.0,Diesel,Manual
Lexus,NX Series,2017,Crossover,102271.0,2500.0,Hybrid,Automatic
Opel,Zafira,2011,Minivan,142826.0,1400.0,Petrol,Manual
Toyota,Avensis,2011,Universal,146000.0,2200.0,Diesel,Manual
Volvo,XC60,2011,SUV,200000.0,2400.0,Diesel,Automatic
Mercedes,E Class,2001,Sedan,250000.0,1998.0,Metan/Propan,Manual
Dacia,Logan Mcv,2014,Universal,174154.0,900.0,Petrol,Manual
Audi,Q5,2016,Crossover,74000.0,2000.0,Petrol,Automatic
Audi,A5,2010,Hatchback,220000.0,2000.0,Petrol,Automatic
Volkswagen,Caddy,2007,Minivan,292000.0,1890.0,Diesel,Automatic
Mercedes,E Class,2000,Sedan,123456.0,2200.0,Diesel,Automatic
Land Rover,Freelander,2012,SUV,161237.0,2200.0,Diesel,Automatic
Volkswagen,Transporter,1998,Minivan,325000.0,2500.0,Diesel,Manual
Opel,Meriva,2005,Hatchback,108000.0,1400.0,Petrol,Manual
Toyota,Corolla,2006,Hatchback,240000.0,1400.0,Diesel,Manual
Opel,Meriva,2011,Minivan,117000.0,1300.0,Diesel,Manual
Mazda,3,2008,Sedan,170000.0,1600.0,Metan/Propan,Automatic
